instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13451,14/07/2012,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401
13452,14/07/2012,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439
13453,14/07/2012,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,181,318,499
13454,14/07/2012,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591
13455,14/07/2012,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632
13456,14/07/2012,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560
13457,14/07/2012,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,226,340,566
13458,14/07/2012,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458
13459,14/07/2012,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,108,243,351
13460,14/07/2012,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431
13461,14/07/2012,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356
13462,14/07/2012,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269
13463,14/07/2012,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,65,160,225
13464,14/07/2012,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,55,156,211
13465,15/07/2012,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,40,147,187
13466,15/07/2012,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,49,119,168
13467,15/07/2012,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115
13468,15/07/2012,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57
13469,15/07/2012,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,8,11,19
13470,15/07/2012,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,2,7,9
13471,15/07/2012,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,6,9,15
13472,15/07/2012,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,17,30,47
13473,15/07/2012,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133
13474,15/07/2012,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0,58,163,221
13475,15/07/2012,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,141,241,382
13476,15/07/2012,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451
13477,15/07/2012,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,153,336,489
13478,15/07/2012,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,171,309,480
13479,15/07/2012,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476
13480,15/07/2012,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,182,307,489
13481,15/07/2012,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495
13482,15/07/2012,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436
13483,15/07/2012,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,84,228,312
13484,15/07/2012,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312
13485,15/07/2012,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,95,199,294
13486,15/07/2012,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,59,164,223
13487,15/07/2012,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,34,96,130
13488,15/07/2012,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,25,66,91
13489,16/07/2012,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,11,32,43
13490,16/07/2012,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,1,10,11
13491,16/07/2012,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15
13492,16/07/2012,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6
13493,16/07/2012,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12
13494,16/07/2012,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50
13495,16/07/2012,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140
13496,16/07/2012,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483
13497,16/07/2012,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,48,619,667
13498,16/07/2012,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348
13499,16/07/2012,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0,69,117,186
13500,16/07/2012,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,57,125,182
13501,16/07/2012,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,79,158,237
13502,16/07/2012,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239
13503,16/07/2012,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212
13504,16/07/2012,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,61,176,237
13505,16/07/2012,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386
13506,16/07/2012,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755
13507,16/07/2012,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0,97,697,794
13508,16/07/2012,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595
13509,16/07/2012,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454
13510,16/07/2012,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328
13511,16/07/2012,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284
13512,16/07/2012,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166
13513,17/07/2012,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53
13514,17/07/2012,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0,4,21,25
13515,17/07/2012,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,1,6,7
13516,17/07/2012,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0,0,3,3
13517,17/07/2012,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0,0,7,7
13518,17/07/2012,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,7,31,38
13519,17/07/2012,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213
13520,17/07/2012,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0,26,500,526
13521,17/07/2012,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0,43,618,661
13522,17/07/2012,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,32,288,320
13523,17/07/2012,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,37,122,159
13524,17/07/2012,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0,60,146,206
13525,17/07/2012,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0,80,174,254
13526,17/07/2012,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,53,168,221
13527,17/07/2012,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,54,160,214
13528,17/07/2012,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,57,187,244
13529,17/07/2012,3,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,64,317,381
13530,17/07/2012,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0,95,675,770
13531,17/07/2012,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,60,712,772
13532,17/07/2012,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,69,478,547
13533,17/07/2012,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,52,375,427
13534,17/07/2012,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,50,283,333
13535,17/07/2012,3,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,29,215,244
13536,17/07/2012,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,22,139,161
13537,18/07/2012,3,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,8,45,53
13538,18/07/2012,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,2,14,16
13539,18/07/2012,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,3,5,8
13540,18/07/2012,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,2,2,4
13541,18/07/2012,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,0,6,6
13542,18/07/2012,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41,46
13543,18/07/2012,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,10,152,162
13544,18/07/2012,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,23,472,495
13545,18/07/2012,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,55,624,679
13546,18/07/2012,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0,44,253,297
13547,18/07/2012,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,39,99,138
13548,18/07/2012,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0,47,136,183
13549,18/07/2012,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,202
13550,18/07/2012,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0,49,154,203
13551,18/07/2012,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170
13552,18/07/2012,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,194
13553,18/07/2012,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,34,190,224
13554,18/07/2012,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,35,335,370
13555,18/07/2012,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,63,580,643
13556,18/07/2012,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,516
13557,18/07/2012,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,56,310,366
13558,18/07/2012,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0,53,266,319
13559,18/07/2012,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,288
13560,18/07/2012,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131
13561,19/07/2012,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,16,50,66
13562,19/07/2012,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,6,19,25
13563,19/07/2012,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,0,7,7
13564,19/07/2012,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5
13565,19/07/2012,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,0,8,8
13566,19/07/2012,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,40
13567,19/07/2012,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,152
13568,19/07/2012,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473
13569,19/07/2012,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657
13570,19/07/2012,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,318
13571,19/07/2012,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,198
13572,19/07/2012,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,216
13573,19/07/2012,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274
13574,19/07/2012,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254
13575,19/07/2012,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197
13576,19/07/2012,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,292
13577,19/07/2012,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358
13578,19/07/2012,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0,93,678,771
13579,19/07/2012,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,777
13580,19/07/2012,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,533
13581,19/07/2012,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,505
13582,19/07/2012,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332
13583,19/07/2012,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68
13584,19/07/2012,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,65
13585,20/07/2012,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34
13586,20/07/2012,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,11
13587,20/07/2012,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,19
13588,20/07/2012,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36
13589,20/07/2012,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,9
13590,20/07/2012,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,42
13591,20/07/2012,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,126
13592,20/07/2012,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,14,346,360
13593,20/07/2012,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691
13594,20/07/2012,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373
13595,20/07/2012,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,233
13596,20/07/2012,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,51,161,212
13597,20/07/2012,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274
13598,20/07/2012,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,156
13599,20/07/2012,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,229
13600,20/07/2012,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,216
13601,20/07/2012,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436
13602,20/07/2012,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,715
13603,20/07/2012,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
13604,20/07/2012,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,402
13605,20/07/2012,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,35,216,251
13606,20/07/2012,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,122
13607,20/07/2012,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,13,122,135
13608,20/07/2012,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,18,148,166
13609,21/07/2012,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,11,92,103
13610,21/07/2012,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,10,62,72
13611,21/07/2012,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,60
13612,21/07/2012,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18,25
13613,21/07/2012,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16
13614,21/07/2012,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,7,10,17
13615,21/07/2012,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,15
13616,21/07/2012,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,37
13617,21/07/2012,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,112
13618,21/07/2012,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,32,175,207
13619,21/07/2012,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,268
13620,21/07/2012,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,80,225,305
13621,21/07/2012,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,156,301,457
13622,21/07/2012,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248,354
13623,21/07/2012,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,121,222,343
13624,21/07/2012,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,148,232,380
13625,21/07/2012,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,130,196,326
13626,21/07/2012,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241
13627,21/07/2012,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,51,126,177
13628,21/07/2012,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,67,171,238
13629,21/07/2012,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,51,163,214
13630,21/07/2012,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,163
13631,21/07/2012,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,40,140,180
13632,21/07/2012,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0,32,117,149
13633,22/07/2012,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,17,96,113
13634,22/07/2012,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,31,99,130
13635,22/07/2012,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,122
13636,22/07/2012,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,13,30,43
13637,22/07/2012,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0,6,10,16
13638,22/07/2012,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0,0,6,6
13639,22/07/2012,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,5,14,19
13640,22/07/2012,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0,13,25,38
13641,22/07/2012,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0,31,122,153
13642,22/07/2012,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0,79,179,258
13643,22/07/2012,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0,114,265,379
13644,22/07/2012,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0,191,314,505
13645,22/07/2012,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,178,326,504
13646,22/07/2012,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,238,388,626
13647,22/07/2012,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,256,360,616
13648,22/07/2012,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,254,370,624
13649,22/07/2012,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,245,383,628
13650,22/07/2012,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,188,368,556
13651,22/07/2012,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,173,342,515
13652,22/07/2012,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,180,342,522
13653,22/07/2012,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,124,254,378
13654,22/07/2012,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345
13655,22/07/2012,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,55,136,191
13656,22/07/2012,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,33,90,123
13657,23/07/2012,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,11,36,47
13658,23/07/2012,3,1,7,1,0,1,1,1,0.66,0.5909,0.89,0.194,7,20,27
13659,23/07/2012,3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,3,14,17
13660,23/07/2012,3,1,7,3,0,1,1,2,0.66,0.5909,0.94,0.0896,0,2,2
13661,23/07/2012,3,1,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,0,8,8
13662,23/07/2012,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,3,48,51
13663,23/07/2012,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,157
13664,23/07/2012,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,17,404,421
13665,23/07/2012,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,47,691,738
13666,23/07/2012,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,57,288,345
13667,23/07/2012,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0,63,137,200
13668,23/07/2012,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,69,129,198
13669,23/07/2012,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642,109,205,314
13670,23/07/2012,3,1,7,13,0,1,1,2,0.8,0.7424,0.52,0.1045,64,176,240
13671,23/07/2012,3,1,7,14,0,1,1,2,0.78,0.7424,0.59,0.1642,82,189,271
13672,23/07/2012,3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,76,205,281
13673,23/07/2012,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,111,346,457
13674,23/07/2012,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,87,760,847
13675,23/07/2012,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,69,672,741
13676,23/07/2012,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,582
13677,23/07/2012,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,56,347,403
13678,23/07/2012,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,45,251,296
13679,23/07/2012,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194,40,169,209
13680,23/07/2012,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,16,98,114
13681,24/07/2012,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,64
13682,24/07/2012,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,7,10,17
13683,24/07/2012,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16
13684,24/07/2012,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,1,5,6
13685,24/07/2012,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6
13686,24/07/2012,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,5,45,50
13687,24/07/2012,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,190
13688,24/07/2012,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,516
13689,24/07/2012,3,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,49,694,743
13690,24/07/2012,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0,40,299,339
13691,24/07/2012,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,62,156,218
13692,24/07/2012,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,45,156,201
13693,24/07/2012,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,60,169,229
13694,24/07/2012,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,73,200,273
13695,24/07/2012,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,48,196,244
13696,24/07/2012,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,285
13697,24/07/2012,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,455
13698,24/07/2012,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869
13699,24/07/2012,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877
13700,24/07/2012,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,632
13701,24/07/2012,3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,85,438,523
13702,24/07/2012,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325,378
13703,24/07/2012,3,1,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,43,226,269
13704,24/07/2012,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,192
13705,25/07/2012,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,9,57,66
13706,25/07/2012,3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,2,26,28
13707,25/07/2012,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12
13708,25/07/2012,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,1,11,12
13709,25/07/2012,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,4
13710,25/07/2012,3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,59
13711,25/07/2012,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.194,11,179,190
13712,25/07/2012,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,507
13713,25/07/2012,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,788
13714,25/07/2012,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,342
13715,25/07/2012,3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0,68,163,231
13716,25/07/2012,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0,79,202,281
13717,25/07/2012,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0,77,233,310
13718,25/07/2012,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,312
13719,25/07/2012,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159,247
13720,25/07/2012,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,94,223,317
13721,25/07/2012,3,1,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,91,393,484
13722,25/07/2012,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0,130,783,913
13723,25/07/2012,3,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,104,787,891
13724,25/07/2012,3,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,116,582,698
13725,25/07/2012,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,106,461,567
13726,25/07/2012,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,71,326,397
13727,25/07/2012,3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,55,223,278
13728,25/07/2012,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,52,187,239
13729,26/07/2012,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,27,65,92
13730,26/07/2012,3,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,6,23,29
13731,26/07/2012,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,21
